 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
443,6180318,12,12,690,3491,318,0,57.5,103.052061,1432,0,290.9166667,476.1232572,676.5024065,3.883295326,268709.4783,1251726.538,6010233,1,6180318,561847.0909,1807194.019,6010328,2,6129787,557253.3636,1808743.563,6010408,3,0,0,0,0,260,252,1.941647663,1.941647663,0,1432,167.24,351.5725719,123603.2733,0,0,0,1,0,0,0,0,1,174.2083333,57.5,290.9166667,260,0,0,0,0,0,0,12,690,12,3491,29200,66,11,20,169990,0,169990,169990,6010233,0,6010233,6010233,BENIGN
443,5093368,8,6,390,3716,209,0,48.75,77.1357801,1460,0,619.3333333,679.9090135,806.1463456,2.748672391,391797.5385,1362558.3,4926327,1,5093368,727624,1851650.637,4926327,44,87461,17492.2,22685.6691,51316,49,0,0,0,0,172,132,1.570669938,1.178002453,0,1460,273.7333333,503.5259203,253538.3524,0,0,0,1,0,0,0,0,0,293.2857143,48.75,619.3333333,172,0,0,0,0,0,0,8,390,6,3716,8192,119,7,20,0,0,0,0,0,0,0,0,BENIGN
443,5093278,8,5,390,3716,209,0,48.75,77.1357801,1992,0,743.2,922.568805,806.1605905,2.55238375,424439.8333,1416181.055,4921091,3,5093278,727611.1429,1849348.225,4921091,3,92256,23064,25613.29202,56192,384,0,0,0,0,172,112,1.570697692,0.981686058,0,1992,293.2857143,621.5795547,386361.1429,0,0,0,1,0,0,0,0,0,315.8461538,48.75,743.2,172,0,0,0,0,0,0,8,390,5,3716,8192,119,7,20,0,0,0,0,0,0,0,0,BENIGN
443,5093481,8,5,390,3716,209,0,48.75,77.1357801,2920,0,743.2,1236.354803,806.1284611,2.552282025,424456.75,1420117.857,4933598,49,5093481,727640.1429,1854868.484,4933598,49,78231,19557.75,21302.72005,43348,296,0,0,0,0,172,112,1.570635092,0.981646933,0,2920,293.2857143,771.2355151,594804.2198,0,0,0,1,0,0,0,0,0,315.8461538,48.75,743.2,172,0,0,0,0,0,0,8,390,5,3716,8192,119,7,20,0,0,0,0,0,0,0,0,BENIGN
443,5093427,8,6,390,3716,209,0,48.75,77.1357801,1460,0,619.3333333,679.9090135,806.1370076,2.748640552,391802.0769,1363517.225,4929504,4,5093427,727632.4286,1853058.079,4929504,4,82983,16596.6,22552.83572,48848,48,0,0,0,0,172,132,1.570651744,1.177988808,0,1460,273.7333333,503.5259203,253538.3524,0,0,0,1,0,0,0,0,0,293.2857143,48.75,619.3333333,172,0,0,0,0,0,0,8,390,6,3716,8192,119,7,20,0,0,0,0,0,0,0,0,BENIGN
443,110315015,22,21,4342,3386,2776,0,197.3636364,606.4020783,1388,0,161.2380952,414.4019673,70.05392693,0.389792813,2626547.976,4421079.953,10000000,4,110000000,5251388.048,5091464.309,10100000,5,110000000,5512005.9,5089378.295,10100000,4,0,0,0,0,712,680,0.199428881,0.190363932,0,2776,175.6363636,510.4116028,260520.0042,0,0,0,1,0,0,0,0,0,179.7209302,197.3636364,161.2380952,712,0,0,0,0,0,0,22,4342,21,3386,29200,8542,5,32,67367.18182,91353.43168,340326,35778,9958010,175587.7053,10000000,9428751,BENIGN
443,5093506,8,6,390,3716,209,0,48.75,77.1357801,1460,0,619.3333333,679.9090135,806.1245044,2.748597921,391808.1538,1368525.864,4946197,48,5093506,727643.7143,1860418.196,4946197,48,67942,13588.4,17477.58242,34984,48,0,0,0,0,172,132,1.570627383,1.177970537,0,1460,273.7333333,503.5259203,253538.3524,0,0,0,1,0,0,0,0,0,293.2857143,48.75,619.3333333,172,0,0,0,0,0,0,8,390,6,3716,8192,119,7,20,0,0,0,0,0,0,0,0,BENIGN
443,10405796,29,29,775,35450,373,0,26.72413793,84.42194051,2736,0,1222.413793,611.3061261,3481.232959,5.573816746,182557.8246,1307222.307,9877260,0,528536,18876.28571,32815.63092,103575,48,10300000,369434,1863876.966,9877289,1,0,0,0,0,936,936,2.786908373,2.786908373,0,2736,613.9830508,740.1859853,547875.2928,0,0,0,1,0,0,0,0,1,624.5689655,26.72413793,1222.413793,936,0,0,0,0,0,0,29,775,29,35450,29200,4915,3,32,0,0,0,0,0,0,0,0,BENIGN
53,23186,1,1,46,62,46,46,46,0,62,62,62,0,4657.983266,86.25894937,23186,0,23186,23186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,43.12947468,43.12947468,46,62,51.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,77,46,62,20,0,0,0,0,0,0,1,46,1,62,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
443,10264372,8,7,743,4803,341,0,92.875,135.4436493,1368,0,686.1428571,639.0204557,540.3155692,1.461365586,733169.4286,2655368.526,9958399,6,305973,43710.42857,43468.55463,113226,119,10200000,1700589.667,4066226.082,10000000,48,0,0,0,0,264,232,0.779394979,0.681970607,0,1368,346.625,517.7300294,268044.3833,0,0,0,1,0,0,0,0,0,369.7333333,92.875,686.1428571,264,0,0,0,0,0,0,8,743,7,4803,29200,4883,3,32,0,0,0,0,0,0,0,0,BENIGN
443,48,2,0,53,0,53,0,26.5,37.4766594,0,0,0,0,1104166.667,41666.66667,48,0,48,48,48,48,0,48,48,0,0,0,0,0,1,0,0,0,64,0,41666.66667,0,0,53,35.33333333,30.59956427,936.3333333,0,1,0,0,1,0,0,0,0,53,26.5,0,64,0,0,0,0,0,0,2,53,0,0,64296,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
443,11314906,52,63,1985,89510,789,0,38.17307692,136.4376926,2736,0,1420.793651,555.4924917,8086.235979,10.16358421,99253.5614,937076.6441,9999624,2,1315141,25787.07843,81082.67452,557011,2,11300000,181510.9194,1270149.167,9999624,2,0,0,0,0,1684,2024,4.595707644,5.567876569,0,2736,788.75,808.4615973,653610.1543,0,0,0,1,0,0,0,0,1,795.6086957,38.17307692,1420.793651,1684,0,0,0,0,0,0,52,1985,63,89510,29200,6125,5,32,0,0,0,0,0,0,0,0,BENIGN
443,18,2,0,53,0,53,0,26.5,37.4766594,0,0,0,0,2944444.444,111111.1111,18,0,18,18,18,18,0,18,18,0,0,0,0,0,1,0,0,0,64,0,111111.1111,0,0,53,35.33333333,30.59956427,936.3333333,0,1,0,0,1,0,0,0,0,53,26.5,0,64,0,0,0,0,0,0,2,53,0,0,38304,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
123,28952,1,1,48,48,48,48,48,0,48,48,48,0,3315.833103,69.07985631,28952,0,28952,28952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,34.53992816,34.53992816,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
443,17,2,0,53,0,53,0,26.5,37.4766594,0,0,0,0,3117647.059,117647.0588,17,0,17,17,17,17,0,17,17,0,0,0,0,0,1,0,0,0,64,0,117647.0588,0,0,53,35.33333333,30.59956427,936.3333333,0,1,0,0,1,0,0,0,0,53,26.5,0,64,0,0,0,0,0,0,2,53,0,0,64296,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,48623760,2,2,112,364,58,54,56,2.828427125,282,82,182,141.4213562,9.789452728,0.082264309,16200000,28000000,48500000,30877,48600000,48600000,0,48600000,48600000,48600000,48600000,0,48600000,48600000,0,0,0,0,40,52,0.041132154,0.041132154,54,282,106.8,98.56571412,9715.2,0,0,0,0,0,0,0,0,1,133.5,56,182,40,0,0,0,0,0,0,2,112,2,364,-1,-1,1,20,30877,0,30877,30877,48500000,0,48500000,48500000,BENIGN
53,25616,2,2,94,206,47,47,47,0,103,103,103,0,11711.43036,156.1524047,8538.666667,14783.34233,25609,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,78.07620237,78.07620237,47,103,69.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,86.75,47,103,40,0,0,0,0,0,0,2,94,2,206,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,31242,2,2,84,196,42,42,42,0,98,98,98,0,8962.294347,128.0327764,10414,18031.51494,31235,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,40,64.0163882,64.0163882,42,98,64.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,80.5,42,98,64,0,0,0,0,0,0,2,84,2,196,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
443,414796,9,8,528,4541,200,0,58.66666667,79.98281065,1430,0,567.625,677.6766902,12220.465,40.98400177,25924.75,47370.76219,120318,1,414796,51849.5,58593.88459,124797,3,263094,37584.85714,62921.21236,137712,1,0,0,0,0,192,172,21.6974127,19.28658907,0,1430,281.6111111,511.4553789,261586.6046,0,0,0,1,0,0,0,0,0,298.1764706,58.66666667,567.625,192,0,0,0,0,0,0,9,528,8,4541,8192,343,8,20,0,0,0,0,0,0,0,0,BENIGN
443,60519266,14,13,1312,4540,499,0,93.71428571,168.9681028,1502,0,349.2307692,571.2658683,96.69648009,0.44613892,2327664.077,4258792.441,9999605,97,60500000,4655328.154,5145300.451,10100000,139,60500000,5039015.833,5209666.684,10100000,220,0,0,0,0,292,332,0.231331292,0.214807628,0,1502,209,420.4354885,176766,0,0,0,1,0,0,0,0,0,216.7407407,93.71428571,349.2307692,292,0,0,0,0,0,0,14,1312,13,4540,8192,118,13,20,134982.5,205743.1821,554954,50938,9951536.167,82088.09985,9999605,9800556,BENIGN
16505,32384,2,1,44,6,38,6,22,22.627417,6,6,6,0,1543.972332,92.63833992,16192,22822.57847,32330,54,32384,32384,0,32384,32384,0,0,0,0,0,1,0,0,0,40,20,61.75889328,30.87944664,6,38,22,18.47520861,341.3333333,0,1,0,0,1,0,0,0,0,29.33333333,22,6,40,0,0,0,0,0,0,2,44,1,6,351,0,1,20,0,0,0,0,0,0,0,0,BENIGN
443,60910399,16,16,903,6157,517,0,56.4375,134.2221883,1460,0,384.8125,557.6989892,115.9079585,0.525361852,1964851.581,3979241.059,10000000,43,60900000,4060693.267,5015214.116,10100000,311,60900000,4057534.6,5024222.255,10100000,43,0,0,0,0,344,404,0.262680926,0.262680926,0,1460,213.9393939,427.4012268,182671.8087,0,0,0,1,0,0,0,0,1,220.625,56.4375,384.8125,344,0,0,0,0,0,0,16,903,16,6157,8192,114,14,20,143649.3333,236811.6422,627039,46783,9953832.833,110023.6184,10000000,9729447,BENIGN
443,138389,9,9,534,4585,206,0,59.33333333,81.32189127,1430,0,509.4444444,657.8113542,36989.93417,130.0681413,8140.529412,14020.7667,37047,1,138389,17298.625,16889.69947,37851,3,94664,11833,21409.06721,53635,1,0,0,0,0,192,192,65.03407063,65.03407063,0,1430,269.4210526,500.1640082,250164.0351,0,0,0,1,0,0,0,0,1,284.3888889,59.33333333,509.4444444,192,0,0,0,0,0,0,9,534,9,4585,8192,351,8,20,0,0,0,0,0,0,0,0,BENIGN
443,61139717,18,18,1297,9732,336,0,72.05555556,127.6076119,1738,0,540.6666667,705.8186736,180.3901055,0.588815287,1746849.057,3787061.415,10200000,2,61100000,3596453.941,4892495.393,10200000,241,61100000,3591521,4896427.142,10200000,50,0,0,0,0,584,584,0.294407643,0.294407643,0,1738,298.0810811,548.0665703,300376.9655,0,0,0,1,0,0,0,0,1,306.3611111,72.05555556,540.6666667,584,0,0,0,0,0,0,18,1297,18,9732,29200,131,5,32,245423.5,396085.2163,1053929,83589,9944498.667,391919.3725,10200000,9156055,BENIGN
443,60914085,15,15,840,5804,454,0,56,123.3415699,1460,0,386.9333333,581.3810487,109.071654,0.492496932,2100485.69,4085641.851,9999852,48,60900000,4351006.071,5079890.42,10100000,244,60900000,4347371.286,5125238.084,10100000,48,0,0,0,0,312,384,0.246248466,0.246248466,0,1460,214.3225806,440.2227002,193796.0258,0,0,0,1,0,0,0,0,1,221.4666667,56,386.9333333,312,0,0,0,0,0,0,15,840,15,5804,8192,114,14,20,151960.5,247317.5283,656795,50610,9959342,97395.44769,9999852,9760545,BENIGN
443,60947833,16,15,1151,5845,758,0,71.9375,191.2131337,2636,0,389.6666667,753.7100301,114.7866898,0.508631701,2031594.433,4031046.251,10000000,17,60900000,4063188.867,5018263.821,10100000,1831,60900000,4349772.143,5085804.867,10100000,236,0,0,0,0,344,384,0.262519588,0.246112114,0,2636,218.625,548.6770453,301046.5,0,0,0,1,0,0,0,0,0,225.6774194,71.9375,389.6666667,344,0,0,0,0,0,0,16,1151,15,5845,8192,116,14,20,146944.8333,235534.7321,627728,50596,9956715,105315.3507,10000000,9741800,BENIGN
443,60947147,16,16,1214,5907,821,0,75.875,206.3333468,1460,0,369.1875,557.52025,116.8389392,0.525045085,1966037,3980332.628,10000000,5,60900000,4063143.133,5018663.118,10100000,2463,60900000,4059741.533,5028198.94,10100000,5,0,0,0,0,344,404,0.262522543,0.262522543,0,1460,215.7878788,434.3569786,188665.9848,0,0,0,1,0,0,0,0,1,222.53125,75.875,369.1875,344,0,0,0,0,0,0,16,1214,16,5907,8192,116,14,20,130137.6667,194530.8151,527222,50638,9956809,105291.0621,10000000,9741942,BENIGN
123,16430,1,1,48,48,48,48,48,0,48,48,48,0,5842.970177,121.7285453,16430,0,16430,16430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,60.86427267,60.86427267,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
443,61514874,19,18,1562,8139,407,0,82.21052632,145.9918487,1585,0,452.1666667,595.2685257,157.7016967,0.601480546,1708746.5,3741099.359,10000000,21,61500000,3417493,4811371.441,10100000,609,61400000,3613354.059,4896017.112,10100000,49,0,0,0,0,404,444,0.308868388,0.292612158,0,1585,255.2894737,457.3583909,209176.6977,0,0,0,1,0,0,0,0,0,262.1891892,82.21052632,452.1666667,404,0,0,0,0,0,0,19,1562,18,8139,8192,122,17,20,276817,464268.9541,1224502,87142,9955098.833,118320.0711,10000000,9713581,BENIGN
443,63564906,148,205,4722,390678,1034,0,31.90540541,146.7971129,4380,0,1905.746341,841.0679509,6220.413509,5.553378778,180582.1193,1295847.99,10000000,1,63600000,432414.3265,1996966.55,10100000,42,63500000,311159.2549,1708690.643,10100000,47,0,0,0,0,2972,4184,2.328328779,3.225049999,0,4380,1116.949153,1129.715215,1276256.468,0,0,0,1,0,0,0,0,1,1120.113314,31.90540541,1905.746341,2972,0,0,0,0,0,0,148,4722,205,390678,8192,138,147,20,540677,1109485.117,2805404,87586,9997782,12696.33813,10000000,9971877,BENIGN
443,62229956,96,148,2867,277599,1112,0,29.86458333,147.9954921,4380,0,1875.668919,977.7882677,4506.929107,3.920941226,256090.3539,1551510.87,10000000,0,62200000,655052.1684,2454890.391,10100000,164,62100000,422737.9116,2001040.109,10100000,2,0,0,0,0,1932,3044,1.542665401,2.378275826,0,4380,1144.759184,1184.473385,1402977.2,0,0,0,1,0,0,0,0,1,1149.45082,29.86458333,1875.668919,1932,0,0,0,0,0,0,96,2867,148,277599,8192,126,95,20,340701.5,620634.821,1607567,87185,9984338.5,38970.7842,10000000,9905232,BENIGN
53,30642,1,1,50,66,50,50,50,0,66,66,66,0,3785.653678,65.269891,30642,0,30642,30642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32.6349455,32.6349455,50,66,55.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,83,50,66,32,0,0,0,0,0,0,1,50,1,66,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,658,1,1,52,116,52,52,52,0,116,116,116,0,255319.1489,3039.513678,658,0,658,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,1519.756839,1519.756839,52,116,73.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,110,52,116,32,0,0,0,0,0,0,1,52,1,116,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
443,61476792,31,50,2204,58141,1190,0,71.09677419,231.2486908,2920,0,1162.82,699.9874253,981.5899307,1.317570377,768459.9,2630853.124,10000000,7,51600000,1719267,3759130.296,10000000,236,61500000,1254142.143,3301922.52,10000000,48,0,0,0,0,644,1072,0.504255329,0.813315047,0,2920,735.9146341,777.5306147,604553.8568,0,0,0,1,0,0,0,0,1,745,71.09677419,1162.82,644,0,0,0,0,0,0,31,2204,50,58141,8192,38,29,20,299344.6667,674188.4592,1675526,23864,9946751.667,87960.78211,10000000,9800531,BENIGN
443,61241844,14,15,847,5331,472,0,60.5,131.1187072,1460,2,355.4,573.1779579,100.8787391,0.473532443,2187208.714,4137242.282,10000000,41,61200000,4710911.077,5105187.399,10100000,51032,61200000,4370758.857,5104705.679,10100000,48,0,0,0,0,292,304,0.228601869,0.244930574,0,1460,205.9333333,435.3589033,189537.3747,0,0,0,1,0,0,0,0,1,213.0344828,60.5,355.4,292,0,0,0,0,0,0,14,847,15,5331,8192,31088,13,20,158693.3333,264301.7571,698197,50683,9964675,83418.5278,10000000,9794542,BENIGN
443,61381943,14,14,893,3624,510,0,63.78571429,140.9267014,1460,0,258.8571429,526.415872,73.58841671,0.45616021,2273405.296,4188618.52,10000000,94,61400000,4721687.923,5089943.125,10100000,33702,61300000,4718039.231,5140256.594,10100000,233,0,0,0,0,292,364,0.228080105,0.228080105,0,1460,155.7586207,385.0862292,148291.4039,0,0,0,1,0,0,0,0,1,161.3214286,63.78571429,258.8571429,292,0,0,0,0,0,0,14,893,14,3624,8192,114,13,20,162222,277118.1071,727872,46633,9959608.833,102881.262,10000000,9749640,BENIGN
53,53172,1,1,43,71,43,43,43,0,71,71,71,0,2143.985556,37.61378169,53172,0,53172,53172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,18.80689084,18.80689084,43,71,52.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,78.5,43,71,32,0,0,0,0,0,0,1,43,1,71,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
443,91860666,20,17,780,5988,459,0,39,111.014935,1448,0,352.2352941,586.0624465,73.67680091,0.402783929,2551685.167,4315379.088,10200000,6,91900000,4834771.895,5177855.999,10500000,120,91600000,5725240.125,5187347.432,10500000,48,0,0,0,0,648,552,0.217721043,0.185062886,0,1448,178.1052632,424.3869212,180104.2589,0,0,0,1,0,0,0,0,0,182.9189189,39,352.2352941,648,0,0,0,0,0,0,20,780,17,5988,29200,114,3,32,330364.1111,220617.6741,918676,256520,9876355,974875.66,10200000,7284041,BENIGN
53,199817,1,1,52,150,52,52,52,0,150,150,150,0,1010.924996,10.00915838,199817,0,199817,199817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,5.00457919,5.00457919,52,150,84.66666667,56.58032638,3201.333333,0,0,0,0,0,0,0,0,1,127,52,150,32,0,0,0,0,0,0,1,52,1,150,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
